n_caracteristicas,metros,quartos,banheiros,vagas,descricao,endereco,y
4,162,3,3,-1,0,JARDIM BELA VISTA,2500.0
9,36,1,1,1,40,VILA NOVA CIDADE UNIVERSITARIA,850.0
4,86,3,2,2,0,JARDIM PANORAMA,1900.0
4,380,4,6,4,0,VILA AVIACAO,9000.0
9,32,1,1,-1,71,JARDIM AEROPORTO,1600.0
4,65,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,950.0
9,180,4,3,2,59,VILA NOVA CIDADE UNIVERSITARIA,2800.0
6,116,2,4,1,75,CONJUNTO HABITACIONAL PRESIDENTE EURICO GAAR DUTRA,1100.0
8,100,2,2,1,49,CENTRO,650.0
9,504,12,5,6,47,JARDIM ESTORIL IV,9500.0
7,200,4,2,3,24,JARDIM AEROPORTO,4300.0
4,53,1,1,1,0,ALTO HIGIENOPOLIS,750.0
9,90,2,2,1,48,VILA CIDADE UNIVERSITARIA,1100.0
4,87,3,1,1,0,VILA AEROPORTO,900.0
9,53,2,1,1,43,JARDIM BRASIL,1100.0
7,76,3,1,1,28,JARDIM AURI VERDE,1300.0
4,52,2,1,1,0,VILA MARACY,960.0
9,96,3,3,2,44,VILA SANTO ANTONIO,2200.0
4,55,2,1,1,0,JARDIM AURI VERDE,1100.0
9,86,3,2,2,24,VILA CIDADE UNIVERSITARIA,1900.0
6,30,1,1,1,34,VILA GUEDES DE AZEVEDO,700.0
6,81,3,1,2,34,VILA SILVA PINTO,1800.0
4,150,3,5,2,0,VILA NOVA CIDADE UNIVERSITARIA,2500.0
7,50,2,1,1,41,VILA INDEPENDENCIA,550.0
9,38,1,1,1,40,VILA MARACY,1300.0
7,40,1,1,1,21,CENTRO,550.0
8,71,2,2,-1,37,JARDIM SOLANGE,1850.0
6,61,2,1,1,23,JARDIM COLONIAL,1200.0
9,200,3,1,2,52,ALTOS DA CIDADE,1500.0
9,75,2,2,2,61,VILA AVIACAO,1800.0
9,38,1,1,1,18,VILA ALTINOPOLIS,700.0
4,135,3,3,2,0,JARDIM ESTORIL IV,1800.0
4,65,2,1,1,0,JARDIM BOM SAMARITANO,700.0
7,42,1,1,1,30,VILA ALTINOPOLIS,750.0
7,61,2,2,1,34,JARDIM BRASIL,1200.0
9,65,2,1,1,44,VILA SANTA IZABEL,1450.0
4,75,3,1,1,0,JARDIM INFANTE DOM HENRIQUE,1200.0
7,110,3,3,2,50,VILA SANTA TEREZA,1200.0
4,65,2,2,1,0,VILA SANTA TEREZA,1450.0
6,65,2,2,2,41,JARDIM AMALIA,1100.0
6,25,1,1,1,28,CENTRO,450.0
9,45,1,1,1,33,VILA CIDADE UNIVERSITARIA,700.0
9,200,3,3,4,9,VILA MESQUITA,5500.0
8,60,3,1,1,25,RESIDENCIAL FRANCISCO LEMOS DE ALMEIDA,780.0
5,44,1,1,1,10,PARQUE JARDIM EUROPA,900.0
7,130,3,4,2,52,JARDIM ESTORIL IV,2300.0
4,60,2,2,2,0,JARDIM NASRALLA,1800.0
6,53,2,1,1,47,VILA ALTINOPOLIS,1100.0
9,38,1,1,1,36,JARDIM PANORAMA,1000.0
9,65,1,1,1,33,VILA NOVA CIDADE UNIVERSITARIA,1300.0
9,40,1,1,1,49,VILA AEROPORTO,650.0
7,180,3,4,3,31,JARDIM PANORAMA,1800.0
4,57,2,1,1,0,VILA MARACY,950.0
9,130,2,1,-1,37,JARDIM PRUDENCIA,1500.0
9,134,3,2,2,34,JARDIM ESTORIL IV,2700.0
9,134,3,2,2,34,JARDIM ESTORIL IV,2700.0
8,40,1,1,-1,29,CONJUNTO HABITACIONAL ISAURA PITTA GARMS,520.0
9,147,3,2,2,45,CONJUNTO HABITACIONAL ISAURA PITTA GARMS,2800.0
5,58,1,1,1,17,JARDIM BRASIL,1400.0
5,50,1,1,-1,45,CENTRO,1000.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
9,70,2,2,1,0,JARDIM MARAMBA,750.0
8,135,3,2,2,27,JARDIM PANORAMA,1360.0
6,52,1,1,1,26,VILA ALTINOPOLIS,1200.0
6,75,2,2,1,29,CENTRO,1100.0
9,65,2,1,-1,19,JARDIM INFANTE DOM HENRIQUE,1050.0
9,376,4,4,3,56,JARDIM ESTORIL IV,3000.0
4,70,2,2,2,0,JARDIM SOLANGE,1550.0
7,40,1,1,1,37,VILA MARACY,1000.0
4,363,3,3,1,0,VILA SANTA TEREZA,5000.0
9,37,1,1,1,22,JARDIM PANORAMA,700.0
6,879,4,7,9,74,JARDIM SHANGRI LA,10000.0
8,480,3,5,5,73,JARDIM AMERICA,10000.0
4,49,2,1,1,0,JARDIM CONTORNO,850.0
8,42,1,1,1,22,VILA CARDIA,480.0
5,60,2,2,1,39,JARDIM PLANALTO,850.0
6,53,1,1,1,40,VILA ALTINOPOLIS,1250.0
4,67,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1750.0
5,70,2,1,1,8,CENTRO,1000.0
6,276,3,3,2,28,CENTRO,2500.0
9,350,10,7,12,62,VILA SANTA TEREZA,8000.0
9,92,3,3,2,81,JARDIM INFANTE DOM HENRIQUE,1650.0
5,92,3,2,2,71,JARDIM AEROPORTO,1400.0
7,180,3,1,4,26,JARDIM PANORAMA,2100.0
9,35,1,1,1,30,VILA CIDADE UNIVERSITARIA,900.0
6,49,2,1,1,32,JARDIM OLIMPICO,800.0
9,64,2,1,1,107,VILA SANTO ANTONIO,1100.0
8,124,3,2,2,25,JARDIM ESTORIL IV,1600.0
6,47,2,1,1,12,JARDIM OLIMPICO,620.0
9,38,1,1,1,23,JARDIM PANORAMA,750.0
8,50,2,1,1,37,VILA MARACY,950.0
4,50,2,1,1,0,JARDIM ESTRELA D'ALVA,800.0
4,75,2,2,2,0,VILA AVIACAO,2400.0
5,287,3,3,5,35,PARQUE VISTA ALEGRE,2200.0
4,50,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,900.0
4,110,3,3,2,0,JARDIM PANORAMA,1700.0
4,25,1,1,-1,0,JARDIM BELA VISTA,600.0
9,72,2,2,2,50,JARDIM TERRA BRANCA,1720.0
4,77,3,2,1,0,VILA MARIANA,1000.0
7,90,2,1,-1,48,VILA AVIACAO,700.0
4,103,3,4,2,0,VILA MESQUITA,2600.0
7,349,3,6,3,33,JARDIM ESTORIL IV,4500.0
4,40,1,1,1,0,JARDIM PANORAMA,750.0
6,150,3,1,3,8,ALTO HIGIENOPOLIS,2000.0
7,47,2,1,-1,64,JARDIM TERRA BRANCA,1400.0
8,45,1,1,1,31,,850.0
4,80,2,1,2,0,VILA SILVA PINTO,710.0
5,65,2,1,2,27,VILA SANTA IZABEL,1350.0
8,70,3,1,1,38,JARDIM VITORIA,600.0
4,120,3,1,-1,0,CENTRO,660.0
7,70,3,1,1,19,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,900.0
4,195,4,1,2,0,VILA FALCAO,1800.0
6,53,2,1,1,28,VILA ALTINOPOLIS,1100.0
4,47,2,1,1,0,JARDIM BRASIL,800.0
9,53,2,1,1,13,VILA MARACY,1300.0
9,227,3,5,4,42,RESIDENCIAL VILLAGGIO,5000.0
4,35,3,1,1,0,JARDIM OLIMPICO,750.0
8,86,3,2,2,37,JARDIM PANORAMA,3750.0
9,38,1,1,1,27,VILA ALTINOPOLIS,650.0
7,56,2,1,1,54,JARDIM CRUZEIRO DO SUL,1300.0
9,52,1,1,1,14,VILA ALTINOPOLIS,1400.0
4,250,1,2,-1,0,CENTRO,2500.0
9,200,3,3,4,9,VILA MESQUITA,5500.0
9,60,3,1,1,41,VILA AEROPORTO,1150.0
9,40,1,1,1,30,VILA CIDADE UNIVERSITARIA,1300.0
4,38,1,1,1,0,JARDIM PLANALTO,800.0
8,48,2,1,1,34,JARDIM TERRA BRANCA,550.0
9,94,3,1,2,36,PARQUE JARDIM EUROPA,1800.0
7,38,1,1,-1,32,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA NOVA CIDADE UNIVERSITARIA,750.0
5,42,1,1,1,9,JARDIM AMERICA,750.0
4,205,3,5,4,0,VILA MESQUITA,5500.0
4,90,2,1,1,0,JARDIM ESTORIL IV,1500.0
4,49,2,1,1,0,JARDIM TERRA BRANCA,800.0
6,35,1,1,-1,12,JARDIM TV,620.0
8,55,2,2,1,26,JARDIM INFANTE DOM HENRIQUE,850.0
9,48,2,1,1,21,PARQUE,1000.0
8,90,2,1,1,22,JARDIM BELA VISTA,850.0
9,40,1,1,1,31,JARDIM PANORAMA,750.0
9,48,2,1,2,18,VILA INDUSTRIAL,690.0
9,45,2,1,1,22,JARDIM MARIA CELIA,750.0
9,70,3,1,1,52,JARDIM AEROPORTO,1350.0
9,65,2,2,1,19,VILA NOVA CIDADE UNIVERSITARIA,1700.0
8,50,1,1,2,30,JARDIM PETROPOLIS,880.0
8,50,1,1,2,25,JARDIM PETROPOLIS,880.0
9,55,2,1,1,53,JARDIM PANORAMA,1600.0
4,85,3,2,1,0,VILA SANTA TEREZA,2300.0
6,69,2,2,1,38,JARDIM INFANTE DOM HENRIQUE,1100.0
4,59,3,1,1,0,PARQUE VIADUTO,600.0
9,200,4,5,3,74,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA   VILA SANTA TEREZA,900000.0
9,69,2,2,2,52,JARDIM PAULISTA,1850.0
8,60,1,1,-1,44,CENTRO,600.0
9,450,4,5,3,69,VILA SANTA TEREZA,2700.0
4,45,2,1,1,0,VILA GIUNTA,700.0
8,50,2,1,1,57,JARDIM AEROPORTO,1350.0
9,84,3,2,2,0,VILA AVIACAO,2400.0
8,47,2,1,1,21,VILA GIUNTA,550.0
4,58,2,1,1,0,VILA SAMARITANA,750.0
4,260,3,5,2,0,JARDIM ESTORIL IV,3000.0
9,55,2,1,1,30,JARDIM INFANTE DOM HENRIQUE,1550.0
5,130,3,4,-1,103,VILA SANTA IZABEL,2660.0
9,80,3,1,1,48,JARDIM INFANTE DOM HENRIQUE,1300.0
9,44,1,1,-1,34,VILA SANTA TEREZA,1070.0
9,38,1,1,1,36,JARDIM INFANTE DOM HENRIQUE,780.0
4,38,1,1,1,0,JARDIM PLANALTO,950.0
5,95,1,2,4,30,JARDIM PANORAMA,1100.0
9,50,1,1,-1,44,JARDIM PANORAMA,1800.0
7,62,2,1,-1,34,JARDIM BRASIL,1200.0
4,60,3,1,-1,0,CENTRO,1310.0
4,39,-1,1,1,0,JARDIM INFANTE DOM HENRIQUE,1800.0
9,200,4,2,3,45,JARDIM AMERICA,4000.0
4,2200,4,3,5,0,VILA SAO JOAO DA BOA VISTA,4000.0
8,148,3,5,2,57,VILA CIDADE UNIVERSITARIA,2600.0
9,120,3,3,2,45,JARDIM PANORAMA,1600.0
4,58,2,1,-1,0,VILA CAROLINA,740.0
9,125,3,4,2,99,JARDIM ESTORIL IV,2600.0
4,205,3,2,2,0,JARDIM ESTORIL II,2300.0
9,80,2,1,-1,32,VILA CAROLINA,900.0
4,135,3,4,2,0,JARDIM ESTORIL IV,1700.0
8,33,1,1,1,60,CENTRO,950.0
9,70,2,2,2,20,JARDIM INFANTE DOM HENRIQUE,1700.0
4,70,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1100.0
9,40,2,1,1,21,PARQUE VIADUTO,400.0
9,210,3,3,2,44,JARDIM PAULISTA,2550.0
9,250,5,3,2,40,CENTRO,3500.0
5,38,1,1,-1,28,JARDIM BRASIL,650.0
4,46,-1,2,-1,0,JARDIM INFANTE DOM HENRIQUE,1500.0
4,40,1,1,1,0,VILA ALTINOPOLIS,1700.0
9,35,1,1,1,67,VILA CIDADE UNIVERSITARIA,790.0
9,52,2,1,-1,40,VILA MARACY,1000.0
6,122,3,2,2,17,VILA PACIFICO,1500.0
5,55,2,1,1,31,VILA INDUSTRIAL,450.0
9,65,2,2,1,41,JARDIM INFANTE DOM HENRIQUE,1200.0
4,47,2,1,1,0,JARDIM PANORAMA,950.0
7,72,3,1,1,58,PARQUE VIADUTO,560.0
4,74,4,2,2,0,JARDIM INFANTE DOM HENRIQUE,1400.0
4,71,2,1,1,0,JARDIM SOLANGE,1800.0
9,160,3,4,2,64,VILA NOVA CIDADE UNIVERSITARIA,1200.0
4,97,3,2,2,0,JARDIM VANIA MARIA,1300.0
9,220,4,3,2,18,VILA SANTA TEREZA,2700.0
9,100,3,1,-1,31,VILA CAROLINA,1000.0
9,71,2,2,2,18,VILA AVIACAO,1700.0
9,32,1,1,-1,24,JARDIM NASRALLA,1000.0
7,40,1,1,1,43,VILA AEROPORTO,800.0
9,700,4,7,4,41,VILA AEROPORTO,10000.0
9,90,3,1,1,16,JARDIM INFANTE DOM HENRIQUE,1400.0
4,60,2,2,1,0,VILA SANTA TEREZA,890.0
7,40,1,1,1,36,JARDIM PANORAMA,800.0
7,110,2,1,4,21,CONJUNTO HABITACIONAL ISAURA PITTA GARMS,1350.0
4,800,3,2,4,0,JARDIM ESTORIL IV,12000.0
4,55,2,2,1,0,JARDIM AMALIA,1200.0
4,69,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1850.0
4,45,1,1,-1,0,VILA NOVA SANTA CLARA,700.0
7,35,1,1,1,18,VILA CIDADE UNIVERSITARIA,700.0
7,59,1,1,-1,30,CENTRO,250.0
4,60,2,1,1,0,JARDIM AURI VERDE,1100.0
4,208,3,2,2,0,CENTRO,2000.0
9,65,3,1,1,36,VILA CIDADE UNIVERSITARIA,800.0
9,65,2,2,1,259,ALTO HIGIENOPOLIS,1750.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1650.0
8,65,2,1,1,31,JARDIM INFANTE DOM HENRIQUE,900.0
4,69,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1750.0
8,52,2,1,1,23,JARDIM INFANTE DOM HENRIQUE,1550.0
4,65,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,900.0
9,45,2,1,1,20,RESERVA BELAS NACOES,700.0
4,120,3,1,1,0,VILA SOUTO,1710.0
9,85,3,2,2,24,JARDIM AMERICA,2300.0
4,96,3,2,2,0,VILA AVIACAO,3000.0
6,36,1,1,1,8,JARDIM PAULISTA,1000.0
4,50,3,1,1,0,JARDIM AURI VERDE,745.0
4,314,3,3,1,0,CENTRO,1500.0
4,79,2,2,1,0,VILA SANTA TEREZA,800.0
4,40,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,650.0
5,616,3,6,4,40,VILA SANTA TEREZA,5000.0
7,180,3,4,6,42,PARQUE VISTA ALEGRE,2000.0
4,70,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
4,97,2,1,2,0,JARDIM AMERICA,1200.0
4,4997,3,5,3,0,JARDIM SHANGRI LA,8900.0
5,40,1,1,1,42,VILA SANTA TEREZA,1055.0
4,80,2,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
4,165,3,2,2,0,CENTRO,1500.0
9,56,1,2,1,32,RESIDENCIAL PARQUE GRANJA CECILIA B,1200.0
4,96,2,3,2,0,VILA AVIACAO,2700.0
9,39,1,1,1,21,JARDIM INFANTE DOM HENRIQUE,700.0
9,65,2,2,1,45,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  JARDIM BRASIL,750.0
6,85,3,1,2,9,JARDIM NASRALLA,1100.0
6,80,3,2,1,39,JARDIM INFANTE DOM HENRIQUE,1200.0
6,38,1,1,1,19,JARDIM BRASIL,1000.0
9,298,3,4,4,22,JARDIM ESTORIL IV,3200.0
9,63,2,1,2,54,JARDIM COLONIAL,2000.0
9,45,2,1,1,26,JARDIM SAMBURA,600.0
8,38,1,1,1,13,JARDIM INFANTE DOM HENRIQUE,680.0
9,189,3,5,2,36,JARDIM ESTORIL,2200.0
9,330,3,1,-1,40,RESIDENCIAL VILLAGGIO III,6900.0
9,157,3,3,2,103,VILA NOVA CIDADE UNIVERSITARIA,1800.0
8,55,2,2,1,23,VILA FLORES,1500.0
4,69,2,2,2,0,VILA NOVA CIDADE UNIVERSITARIA,1950.0
4,45,2,1,-1,0,JARDIM NASRALLA,700.0
4,68,2,2,1,0,VILA SANTA TEREZA,800.0
4,41,2,1,1,0,VILA CARDIA,700.0
6,65,2,1,1,103,JARDIM INFANTE DOM HENRIQUE,1550.0
9,230,2,3,4,21,JARDIM ESTORIL,4100.0
9,128,3,2,2,68,JARDIM PAULISTA,1200.0
4,43,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,650.0
4,600,3,4,-1,0,JARDIM ESTORIL,5500.0
4,132,3,2,4,0,JARDIM AEROPORTO,5500.0
4,242,-1,2,-1,0,CENTRO,3800.0
4,110,3,3,2,0,VILA CIDADE UNIVERSITARIA,1350.0
9,86,3,2,2,22,VILA SANTA TEREZA,2000.0
4,54,2,1,1,0,JARDIM CARVALHO,700.0
8,60,2,1,1,58,JARDIM AEROPORTO,1300.0
9,37,1,1,1,11,VILA CIDADE UNIVERSITARIA,1000.0
4,280,3,1,4,0,JARDIM AMERICA,3000.0
7,48,2,1,1,21,JARDIM TERRA BRANCA,480.0
9,280,4,6,4,79,VILA AVIACAO,9000.0
4,65,2,1,1,0,VILA AVIACAO,920.0
4,65,2,1,1,0,VILA AVIACAO,920.0
4,550,-1,2,-1,0,VILA AVIACAO,12000.0
8,146,3,2,1,47,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA SANTA TEREZA,1500.0
4,48,2,1,1,0,JARDIM TERRA BRANCA,550.0
8,111,3,2,1,60,JARDIM FERRAZ,950.0
4,200,3,2,2,0,ALTOS DA CIDADE,2500.0
4,50,1,1,1,0,JARDIM ARARUNA,900.0
6,38,1,1,1,29,JARDIM PANORAMA,750.0
8,40,1,1,1,8,VILA ALTINOPOLIS,1700.0
4,134,3,5,2,0,JARDIM ESTORIL IV,2500.0
7,230,3,3,2,15,VILA SANTA TEREZA,2000.0
4,242,-1,2,3,0,VILA SANTA TEREZA,7500.0
9,70,3,2,1,0,VILA CAROLINA,1300.0
9,230,3,5,4,58,QUINTA RANIERI,3500.0
9,65,3,1,1,15,JARDIM MARAMBA,600.0
5,396,3,3,4,40,JARDIM PAULISTA,2500.0
7,72,2,2,1,33,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA   VILA SANTA TEREZA,700.0
9,248,4,4,2,68,ALAMEDA CONEGO ANIBAL DIFRANCIA  PARQUE VISTA ALEGRE,2500.0
9,125,3,5,3,0,VILA AVIACAO,3800.0
4,47,2,1,1,0,PARQUE JARDIM EUROPA,800.0
7,50,1,1,3,41,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,850.0
7,65,3,2,-1,24,PARQUE RESIDENCIAL DAS CAMELIAS,700.0
7,58,2,1,1,48,PARQUE,550.0
8,55,1,1,2,0,JARDIM BRASIL,900.0
4,38,1,1,1,0,JARDIM PLANALTO,900.0
9,132,3,3,2,40,JARDIM ESTORIL IV,1800.0
4,87,3,2,1,0,JARDIM INFANTE DOM HENRIQUE,1350.0
4,253,3,4,3,0,VILA CIDADE UNIVERSITARIA,3000.0
7,42,2,1,1,13,JARDIM OLIMPICO,400.0
7,47,2,1,1,10,PARQUE SAO JOAO,620.0
9,75,3,1,2,28,PARQUE ALTO SUMARE,1300.0
9,350,4,4,2,27,JARDIM ESTORIL IV,3000.0
9,85,3,2,2,22,VILA AVIACAO,2600.0
9,75,2,2,2,43,VILA SANTA TEREZA,850.0
6,70,3,2,1,52,CENTRO,1200.0
9,40,1,1,1,35,VILA CIDADE UNIVERSITARIA,650.0
9,42,1,1,1,28,JARDIM PANORAMA,1800.0
5,30,1,1,-1,11,JARDIM PAULISTA,1300.0
9,50,1,1,1,14,VILA NOVA CIDADE UNIVERSITARIA,1300.0
5,80,3,2,1,10,JARDIM INFANTE DOM HENRIQUE,1750.0
9,57,2,1,1,15,JARDIM INFANTE DOM HENRIQUE,900.0
9,31,1,1,1,59,VILA CIDADE UNIVERSITARIA,1150.0
8,66,2,2,2,18,CENTRO,1600.0
6,41,1,1,1,11,JARDIM PAULISTA,820.0
4,52,2,1,1,0,RESERVA BELAS NACOES,900.0
7,45,1,1,1,45,ALTOS DA CIDADE,1750.0
4,100,3,4,2,0,CENTRO,2600.0
9,148,4,3,2,35,VILA AMERICA,1500.0
4,56,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1150.0
5,40,2,1,1,6,JARDIM AMERICA,600.0
4,87,3,2,1,0,JARDIM INFANTE DOM HENRIQUE,1300.0
7,107,2,3,2,15,VILA NOVA CIDADE UNIVERSITARIA,1900.0
9,63,3,1,1,30,VILA AEROPORTO,1300.0
6,64,2,1,1,31,JARDIM DAS ORQUIDEAS,950.0
4,145,3,5,2,0,VILA CIDADE UNIVERSITARIA,2700.0
4,62,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,750.0
4,84,3,2,2,0,JARDIM AMERICA,1850.0
9,45,2,1,1,40,JARDIM SAMBURA,550.0
9,120,3,3,2,46,JARDIM PANORAMA,1600.0
9,70,3,2,1,17,JARDIM MARAMBA,900.0
9,232,3,3,8,58,RESIDENCIAL VILLAGGIO,4900.0
7,143,3,2,1,33,VILA MESQUITA,1600.0
7,42,1,1,1,71,JARDIM BRASIL,800.0
8,65,2,1,1,62,CENTRO,600.0
8,60,1,1,1,60,VILA ALTINOPOLIS,1700.0
8,135,3,2,2,27,JARDIM ESTORIL IV,1800.0
7,120,3,4,-1,15,JARDIM INFANTE DOM HENRIQUE,3200.0
9,250,3,2,2,10,JARDIM AURI VERDE,2500.0
9,37,1,1,-1,28,VILA NOVA CIDADE UNIVERSITARIA,650.0
4,45,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
8,70,3,2,1,0,JARDIM MARAMBA,650.0
4,120,3,4,3,0,VILA AVIACAO,4000.0
8,48,2,1,1,16,JARDIM PANORAMA,900.0
9,65,2,2,1,237,ALTO HIGIENOPOLIS,1750.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1650.0
4,38,1,1,1,0,JARDIM PANORAMA,1800.0
6,91,3,2,1,8,JARDIM AMERICA,1500.0
9,86,3,1,2,40,JARDIM ESTORIL,1100.0
4,60,2,2,1,0,JARDIM BRASIL,800.0
7,68,2,2,1,40,JARDIM CRUZEIRO DO SUL,650.0
4,60,2,1,1,0,JARDIM CRUZEIRO DO SUL,600.0
4,60,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,800.0
8,100,3,2,2,22,JARDIM ESTORIL,1400.0
4,40,1,1,1,0,VILA CIDADE UNIVERSITARIA,1500.0
4,34,1,1,1,0,VILA ALTINOPOLIS,700.0
5,47,2,1,1,9,PARQUE DAS NACOES,690.0
4,60,1,1,-1,0,JARDIM COLONIAL,610.0
4,50,2,2,1,0,JARDIM AMALIA,1200.0
4,60,3,1,1,0,JARDIM OLIMPICO,750.0
9,120,3,4,2,15,VILA AVIACAO,4000.0
6,150,5,2,2,38,JARDIM AURI VERDE,1500.0
6,30,1,1,-1,0,VILA MESQUITA,580.0
6,37,1,1,1,30,JARDIM PANORAMA,1100.0
4,48,2,1,1,0,JARDIM TERRA BRANCA,650.0
7,42,1,1,1,12,VILA ALTINOPOLIS,730.0
7,41,2,1,1,20,PARQUE UNIAO,600.0
4,30,1,1,1,0,VILA ALTO PARAISO,580.0
4,60,2,1,-1,0,VILA CARVALHO,1000.0
4,58,2,1,1,0,VILA CARDIA,800.0
4,80,3,1,-1,0,VILA AEROPORTO,760.0
7,89,3,2,2,40,ALTO HIGIENOPOLIS,1600.0
5,52,2,1,1,16,JARDIM PANORAMA,700.0
4,44,1,1,1,0,VILA SANTA TEREZA,1070.0
4,170,3,2,3,0,VILA SAO FRANCISCO,850.0
7,38,1,1,1,10,JARDIM PANORAMA,500.0
4,90,2,1,1,0,JARDIM FERRAZ,780.0
8,45,2,2,1,28,JARDIM INFANTE DOM HENRIQUE,850.0
9,75,2,2,2,22,VILA AVIACAO,2000.0
6,70,2,2,1,31,JARDIM AURI VERDE,1100.0
4,45,2,1,1,0,RESERVA BELAS NACOES,750.0
7,114,3,2,1,26,CENTRO,1230.0
4,53,2,1,1,0,VILA SANTA TEREZA,1300.0
4,80,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1350.0
9,38,1,1,1,13,JARDIM INFANTE DOM HENRIQUE,1350.0
8,60,2,1,1,25,NUCLEO HABITACIONAL MARY DOTA,880.0
8,60,2,1,1,63,VILA CARDIA,550.0
7,43,2,1,1,63,JARDIM FERRAZ,550.0
8,47,2,1,1,14,JARDIM TERRA BRANCA,480.0
8,59,2,1,1,43,JARDIM MARAMBA,700.0
4,100,-1,1,1,0,VILA AMERICA,810.0
4,70,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
6,53,2,1,1,44,VILA ENGLER,1200.0
4,80,1,1,1,0,RESIDENCIAL PARQUE GRANJA CECILIA B,1110.0
4,100,2,1,2,0,CENTRO,1810.0
4,435,4,5,6,0,JARDIM INFANTE DOM HENRIQUE,7000.0
9,270,4,4,4,51,JARDIM ESTORIL IV,4000.0
9,60,2,1,1,37,VILA CIDADE UNIVERSITARIA,1000.0
9,96,2,2,2,52,JARDIM AMERICA,2500.0
4,360,3,2,2,0,JARDIM ESTORIL,2500.0
8,59,2,2,1,146,JARDIM CONTORNO,1500.0
5,55,2,1,1,30,JARDIM BRASIL,800.0
8,30,1,1,1,0,JARDIM BRASIL,650.0
4,38,1,1,1,0,VILA MARACY,1500.0
9,47,2,1,1,17,VILA GIUNTA,700.0
7,52,2,1,1,16,VILA SANTA TEREZA,1200.0
9,38,1,1,1,30,JARDIM PANORAMA,800.0
4,70,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1400.0
4,86,3,2,2,0,VILA AVIACAO,2400.0
8,200,3,5,2,74,VILA MESQUITA,5300.0
4,53,2,1,1,0,VILA CAROLINA,830.0
9,76,3,1,1,7,JARDIM AEROPORTO,850.0
9,80,3,2,2,45,VILA AVIACAO,3000.0
4,140,3,3,1,0,JARDIM ESTORIL IV,2700.0
8,205,2,1,-1,28,VILA ROCHA,800.0
6,70,2,2,1,20,JARDIM PAULISTA,800.0
5,40,1,1,-1,0,JARDIM PANORAMA,900.0
9,65,2,2,1,62,VILA ALTINOPOLIS,1500.0
8,63,2,1,1,19,JARDIM COLONIAL,1200.0
4,126,3,5,2,0,VILA AVIACAO,4000.0
4,47,2,1,1,0,RESIDENCIAL PARQUE COLINA VERDE,610.0
4,49,2,1,1,0,RESIDENCIAL PARQUE COLINA VERDE,850.0
4,293,3,3,4,0,VILA AEROPORTO,6000.0
9,205,3,5,2,15,CENTRO,5300.0
9,289,3,2,3,12,JARDIM TERRA BRANCA,2500.0
4,38,1,1,2,0,JARDIM BRASIL,900.0
7,40,1,1,1,39,VILA ALTINOPOLIS,1700.0
4,48,2,1,1,0,JARDIM TERRA BRANCA,1200.0
5,145,3,2,1,19,ALTOS DA CIDADE,1100.0
4,40,1,1,1,0,VILA SANTA TEREZA,1200.0
4,52,1,1,1,0,CENTRO,600.0
4,50,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,700.0
4,56,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,950.0
4,50,1,1,1,0,JARDIM PANORAMA,600.0
8,47,2,1,1,49,JARDIM SAMBURA,650.0
4,67,2,3,2,0,VILA NOVA CIDADE UNIVERSITARIA,1950.0
5,50,2,1,1,8,JARDIM ESTORIL,550.0
4,30,1,1,1,0,VILA CARDIA,650.0
6,68,3,1,1,36,VILA CARDIA,1100.0
6,68,2,1,1,17,VILA CIDADE UNIVERSITARIA,980.0
4,40,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,600.0
4,135,3,4,2,0,JARDIM ESTORIL IV,2300.0
4,70,2,2,2,0,JARDIM SOLANGE,1500.0
